datetime,temp (K),feels_like,pressure,humidity,temp_min,temp_max,wind_speed,wind_deg,clouds_all,id_weather,main_weather,description_weather,icon_weather,rain_1h,wind_gust
1671037200,298.16,298.62,1011,73,298.16,298.16,3.09,60,20,801,Clouds,few clouds,02n,,
1671040800,298.16,298.62,1010,73,298.16,298.16,2.06,30,40,802,Clouds,scattered clouds,03n,,
1671044400,297.16,297.78,1010,83,297.16,297.16,1.54,20,40,802,Clouds,scattered clouds,03n,,
1671048000,296.16,296.81,1009,88,296.16,296.16,1.54,320,40,802,Clouds,scattered clouds,03n,,
1671051600,296.16,296.81,1009,88,296.16,296.16,1.03,320,40,802,Clouds,scattered clouds,03n,,
1671055200,296.16,296.81,1009,88,296.16,296.16,0.0,0,40,802,Clouds,scattered clouds,03n,,
1671058800,295.16,295.87,1009,94,295.16,295.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671062400,295.16,295.87,1010,94,295.16,295.16,1.03,70,40,802,Clouds,scattered clouds,03d,,
1671066000,298.16,298.75,1011,78,298.16,298.16,2.06,40,0,800,Clear,clear sky,01d,,
1671069600,299.16,299.16,1011,78,299.16,299.16,1.54,0,0,800,Clear,clear sky,01d,,
1671073200,301.16,304.39,1011,74,301.16,301.16,1.54,0,0,800,Clear,clear sky,01d,,
1671076800,303.16,307.28,1011,66,303.16,303.16,0.51,0,20,801,Clouds,few clouds,02d,,
1671080400,304.16,306.83,1010,55,304.16,304.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671084000,304.16,305.98,1009,51,304.16,304.16,1.03,0,40,802,Clouds,scattered clouds,03d,,
1671087600,304.16,307.53,1007,58,304.16,304.16,1.54,0,40,802,Clouds,scattered clouds,03d,,
1671091200,305.16,307.06,1007,48,305.16,305.16,2.06,290,40,802,Clouds,scattered clouds,03d,,
1671094800,304.16,306.83,1006,55,304.16,304.16,0.51,0,75,803,Clouds,broken clouds,04d,,
1671098400,303.16,306.41,1007,62,303.16,303.16,1.54,300,75,803,Clouds,broken clouds,04d,,
1671102000,301.16,304.97,1007,78,301.16,301.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671105600,301.16,304.97,1008,78,301.16,301.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671109200,301.16,305.75,1009,83,301.16,301.16,2.06,210,40,802,Clouds,scattered clouds,03n,,
1671112800,301.16,305.75,1009,83,301.16,301.16,2.06,210,40,802,Clouds,scattered clouds,03n,,
1671116400,300.16,303.81,1009,89,300.16,300.16,2.06,180,40,802,Clouds,scattered clouds,03n,,
1671120000,300.16,303.81,1009,89,300.16,300.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671123600,300.16,303.81,1009,89,300.16,300.16,2.06,210,40,802,Clouds,scattered clouds,03n,,
1671127200,300.16,303.81,1009,89,300.16,300.16,2.57,190,40,802,Clouds,scattered clouds,03n,,
1671130800,300.16,303.81,1008,89,300.16,300.16,2.57,180,40,802,Clouds,scattered clouds,03n,,
1671134400,300.16,303.81,1008,89,300.16,300.16,1.03,180,40,802,Clouds,scattered clouds,03n,,
1671138000,299.16,299.16,1008,94,299.16,299.16,1.03,230,40,802,Clouds,scattered clouds,03n,,
1671141600,298.16,299.33,1008,100,298.16,298.16,0.0,0,40,802,Clouds,scattered clouds,03n,,
1671145200,298.16,299.17,1008,94,298.16,298.16,1.03,0,40,802,Clouds,scattered clouds,03n,,
1671148800,299.16,299.16,1009,94,299.16,299.16,2.06,230,40,802,Clouds,scattered clouds,03d,,
1671152400,300.16,303.81,1010,89,300.16,300.16,1.03,0,75,803,Clouds,broken clouds,04d,,
1671156000,300.16,303.81,1011,89,300.16,300.16,1.54,0,40,701,Mist,mist,50d,,
1671159600,302.16,307.7,1011,79,302.16,302.16,1.54,0,40,701,Mist,mist,50d,,
1671163200,303.16,309.22,1010,74,303.16,303.16,1.54,70,40,802,Clouds,scattered clouds,03d,,
1671166800,305.16,310.87,1009,62,305.16,305.16,2.57,20,40,802,Clouds,scattered clouds,03d,,
1671170400,306.16,310.99,1008,55,306.16,306.16,1.54,0,40,802,Clouds,scattered clouds,03d,,
1671174000,305.16,309.65,1007,58,305.16,305.16,3.09,80,40,802,Clouds,scattered clouds,03d,,
1671177600,305.16,309.65,1006,58,305.16,305.16,3.6,70,40,802,Clouds,scattered clouds,03d,,
1671181200,305.16,309.65,1006,58,305.16,305.16,3.6,60,75,803,Clouds,broken clouds,04d,,
1671184800,305.16,309.65,1006,58,305.16,305.16,3.09,80,75,803,Clouds,broken clouds,04d,,
1671188400,304.16,310.78,1007,70,304.16,304.16,2.57,130,75,803,Clouds,broken clouds,04n,,
1671192000,303.16,309.22,1007,74,303.16,303.16,2.06,110,75,803,Clouds,broken clouds,04n,,
1671195600,303.16,310.16,1008,79,303.16,303.16,3.6,140,40,802,Clouds,scattered clouds,03n,,
1671199200,301.16,306.75,1009,89,301.16,301.16,3.09,140,20,801,Clouds,few clouds,02n,,
1671202800,301.16,305.75,1009,83,301.16,301.16,3.6,130,20,801,Clouds,few clouds,02n,,
1671206400,301.16,305.75,1009,83,301.16,301.16,2.57,100,20,801,Clouds,few clouds,02n,,
1671210000,300.16,303.81,1008,89,300.16,300.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671213600,300.16,303.81,1008,89,300.16,300.16,1.03,0,20,801,Clouds,few clouds,02n,,
1671217200,299.16,299.16,1008,94,299.16,299.16,1.54,90,40,802,Clouds,scattered clouds,03n,,
1671220800,299.16,299.16,1007,94,299.16,299.16,1.03,360,40,802,Clouds,scattered clouds,03n,,
1671224400,299.16,299.16,1007,94,299.16,299.16,2.06,10,40,802,Clouds,scattered clouds,03n,,
1671228000,298.16,299.17,1007,94,298.16,298.16,1.54,10,40,802,Clouds,scattered clouds,03n,,
1671231600,298.16,299.01,1008,88,298.16,298.16,2.06,40,40,802,Clouds,scattered clouds,03n,,
1671235200,298.16,299.01,1009,88,298.16,298.16,2.06,50,40,802,Clouds,scattered clouds,03d,,
1671238800,299.16,299.16,1010,83,299.16,299.16,2.06,60,75,803,Clouds,broken clouds,04d,,
1671242400,300.16,302.73,1011,78,300.16,300.16,2.57,50,75,500,Rain,light rain,10d,0.14,
1671246000,301.16,304.39,1011,74,301.16,301.16,4.12,50,75,803,Clouds,broken clouds,04d,,
1671249600,302.16,305.9,1010,70,302.16,302.16,2.57,60,75,803,Clouds,broken clouds,04d,,
1671253200,303.16,307.28,1010,66,303.16,303.16,2.06,60,75,500,Rain,light rain,10d,0.18,
1671256800,304.16,307.53,1008,58,304.16,304.16,3.09,60,75,803,Clouds,broken clouds,04d,,
1671260400,304.16,306.83,1007,55,304.16,304.16,3.09,60,75,803,Clouds,broken clouds,04d,,
1671264000,304.16,307.53,1006,58,304.16,304.16,2.57,60,75,501,Rain,moderate rain,10d,1.68,
1671267600,304.16,307.53,1006,58,304.16,304.16,3.09,80,75,803,Clouds,broken clouds,04d,,
1671271200,303.16,308.21,1006,70,303.16,303.16,3.09,60,75,803,Clouds,broken clouds,04d,,
1671274800,302.16,306.67,1007,74,302.16,302.16,2.06,60,75,803,Clouds,broken clouds,04n,,
1671278400,302.16,305.9,1008,70,302.16,302.16,3.09,30,40,802,Clouds,scattered clouds,03n,,
1671282000,302.16,305.01,1009,65,302.16,302.16,2.57,30,40,802,Clouds,scattered clouds,03n,,
1671285600,302.16,305.01,1010,65,302.16,302.16,4.12,60,40,802,Clouds,scattered clouds,03n,,
1671289200,301.16,303.7,1010,69,301.16,301.16,3.6,50,40,802,Clouds,scattered clouds,03n,,
1671292800,300.16,302.37,1010,74,300.16,300.16,3.6,60,75,803,Clouds,broken clouds,04n,,
1671296400,300.16,302.37,1010,74,300.16,300.16,3.6,60,75,803,Clouds,broken clouds,04n,,
1671300000,300.16,301.94,1010,69,300.16,300.16,2.57,50,75,803,Clouds,broken clouds,04n,,
1671303600,300.16,301.94,1009,69,300.16,300.16,2.57,20,40,802,Clouds,scattered clouds,03n,,
1671307200,300.16,301.94,1008,69,300.16,300.16,4.12,30,40,802,Clouds,scattered clouds,03n,,
1671310800,299.16,299.16,1008,73,299.16,299.16,4.12,30,40,802,Clouds,scattered clouds,03n,,
1671314400,298.16,298.75,1008,78,298.16,298.16,3.6,20,40,802,Clouds,scattered clouds,03n,,
1671318000,298.16,298.62,1009,73,298.16,298.16,4.12,30,40,802,Clouds,scattered clouds,03n,,
1671321600,298.16,298.62,1009,73,298.16,298.16,4.12,20,20,801,Clouds,few clouds,02d,,
1671325200,299.16,299.16,1010,69,299.16,299.16,4.12,20,20,801,Clouds,few clouds,02d,,
1671328800,301.16,302.29,1011,57,301.16,301.16,7.2,50,20,801,Clouds,few clouds,02d,,
1671332400,303.16,304.37,1011,51,303.16,303.16,6.69,40,20,801,Clouds,few clouds,02d,,
1671336000,303.16,304.37,1010,51,303.16,303.16,7.2,50,20,801,Clouds,few clouds,02d,,
1671339600,305.16,306.41,1009,45,305.16,305.16,7.2,60,20,801,Clouds,few clouds,02d,,
1671343200,305.16,306.41,1008,45,305.16,305.16,5.66,40,20,801,Clouds,few clouds,02d,,
1671346800,304.16,304.86,1007,45,304.16,304.16,7.2,60,20,801,Clouds,few clouds,02d,,
1671350400,303.16,304.37,1006,51,303.16,303.16,6.69,10,40,802,Clouds,scattered clouds,03d,,
1671354000,302.16,303.34,1007,54,302.16,302.16,4.63,20,40,802,Clouds,scattered clouds,03d,,
1671357600,301.16,301.99,1007,54,301.16,301.16,5.66,20,40,802,Clouds,scattered clouds,03d,,
1671361200,300.16,301.03,1008,57,300.16,300.16,5.14,20,40,802,Clouds,scattered clouds,03n,,
1671364800,299.16,299.16,1009,61,299.16,299.16,6.17,20,40,802,Clouds,scattered clouds,03n,,
1671368400,298.16,298.41,1010,65,298.16,298.16,5.14,20,40,802,Clouds,scattered clouds,03n,,
1671372000,298.16,298.31,1011,61,298.16,298.16,5.14,30,40,802,Clouds,scattered clouds,03n,,
1671375600,298.16,298.31,1011,61,298.16,298.16,4.12,30,40,802,Clouds,scattered clouds,03n,,9.77
1671379200,297.16,297.29,1011,64,297.16,297.16,4.12,30,20,801,Clouds,few clouds,02n,,
1671382800,297.16,297.18,1010,60,297.16,297.16,4.63,30,20,801,Clouds,few clouds,02n,,
1671386400,296.16,296.29,1010,68,296.16,296.16,4.12,30,40,802,Clouds,scattered clouds,03n,,
1671390000,296.16,296.29,1010,68,296.16,296.16,3.6,40,40,802,Clouds,scattered clouds,03n,,
1671393600,296.16,296.29,1009,68,296.16,296.16,3.09,30,40,802,Clouds,scattered clouds,03n,,
1671397200,296.16,296.29,1009,68,296.16,296.16,3.09,30,40,802,Clouds,scattered clouds,03n,,
1671400800,295.16,295.32,1009,73,295.16,295.16,2.06,20,40,802,Clouds,scattered clouds,03n,,
1671404400,295.16,295.32,1010,73,295.16,295.16,2.57,30,40,802,Clouds,scattered clouds,03n,,
1671408000,295.16,295.45,1010,78,295.16,295.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671411600,296.16,296.42,1011,73,296.16,296.16,2.06,20,20,801,Clouds,few clouds,02d,,
1671415200,298.16,298.41,1012,65,298.16,298.16,4.12,20,20,801,Clouds,few clouds,02d,,
1671418800,299.16,299.16,1012,61,299.16,299.16,4.12,20,20,801,Clouds,few clouds,02d,,
1671422400,301.16,301.99,1011,54,301.16,301.16,4.12,20,20,801,Clouds,few clouds,02d,,
1671426000,302.16,303.34,1010,54,302.16,302.16,2.06,20,20,801,Clouds,few clouds,02d,,
1671429600,304.16,304.86,1009,45,304.16,304.16,2.57,0,20,801,Clouds,few clouds,02d,,
1671433200,305.16,306.0,1007,43,305.16,305.16,3.09,60,20,801,Clouds,few clouds,02d,,
1671436800,305.16,306.0,1006,43,305.16,305.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671440400,305.16,306.41,1006,45,305.16,305.16,0.51,0,20,801,Clouds,few clouds,02d,,
1671444000,304.16,304.86,1006,45,304.16,304.16,1.54,0,40,802,Clouds,scattered clouds,03d,,
1671447600,302.16,303.34,1007,54,302.16,302.16,2.57,70,40,802,Clouds,scattered clouds,03n,,
1671451200,301.16,303.7,1008,69,301.16,301.16,2.57,140,40,802,Clouds,scattered clouds,03n,,
1671454800,300.16,302.37,1009,74,300.16,300.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671458400,300.16,301.94,1009,69,300.16,300.16,0.51,0,40,802,Clouds,scattered clouds,03n,,
1671462000,299.16,299.16,1010,78,299.16,299.16,1.03,0,40,802,Clouds,scattered clouds,03n,,
1671465600,299.16,299.16,1010,73,299.16,299.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671469200,298.16,298.62,1009,73,298.16,298.16,2.06,0,40,802,Clouds,scattered clouds,03n,,
1671472800,297.16,297.65,1009,78,297.16,297.16,2.06,330,40,802,Clouds,scattered clouds,03n,,
1671476400,296.16,296.55,1008,78,296.16,296.16,2.06,360,40,802,Clouds,scattered clouds,03n,,
1671480000,296.16,296.55,1008,78,296.16,296.16,2.57,20,40,802,Clouds,scattered clouds,03n,,
1671483600,295.16,295.58,1007,83,295.16,295.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671487200,295.16,295.71,1008,88,295.16,295.16,1.03,0,40,802,Clouds,scattered clouds,03n,,
1671490800,295.16,295.71,1008,88,295.16,295.16,2.06,20,40,802,Clouds,scattered clouds,03n,,
1671494400,295.16,295.71,1009,88,295.16,295.16,1.54,20,20,801,Clouds,few clouds,02d,,
1671498000,297.16,297.65,1010,78,297.16,297.16,2.06,20,20,801,Clouds,few clouds,02d,,
1671501600,299.16,299.16,1011,73,299.16,299.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671505200,301.16,303.2,1011,65,301.16,301.16,2.06,0,20,801,Clouds,few clouds,02d,,
1671508800,302.16,304.36,1010,61,302.16,302.16,1.03,280,20,801,Clouds,few clouds,02d,,
1671512400,304.16,307.53,1009,58,304.16,304.16,1.54,330,20,801,Clouds,few clouds,02d,,
1671516000,304.16,306.83,1008,55,304.16,304.16,2.06,270,40,802,Clouds,scattered clouds,03d,,
1671519600,304.16,305.98,1007,51,304.16,304.16,2.06,320,20,801,Clouds,few clouds,02d,,
1671523200,305.16,307.78,1006,51,305.16,305.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671526800,305.16,307.06,1006,48,305.16,305.16,2.06,310,20,801,Clouds,few clouds,02d,,
1671530400,304.16,305.98,1006,51,304.16,304.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671534000,302.16,305.01,1007,65,302.16,302.16,3.6,290,40,802,Clouds,scattered clouds,03n,,
1671537600,301.16,303.7,1008,69,301.16,301.16,2.57,250,40,802,Clouds,scattered clouds,03n,,
1671541200,302.16,305.01,1009,65,302.16,302.16,2.06,230,40,802,Clouds,scattered clouds,03n,,
1671544800,301.16,304.97,1009,78,301.16,301.16,3.09,190,20,801,Clouds,few clouds,02n,,
1671548400,300.16,303.2,1009,83,300.16,300.16,2.57,190,20,801,Clouds,few clouds,02n,,
1671552000,300.16,303.2,1009,83,300.16,300.16,1.54,210,20,801,Clouds,few clouds,02n,,
1671555600,300.16,303.2,1009,83,300.16,300.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671559200,298.16,299.17,1008,94,298.16,298.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671562800,298.16,299.17,1007,94,298.16,298.16,1.54,290,40,802,Clouds,scattered clouds,03n,,
1671566400,298.16,299.17,1007,94,298.16,298.16,0.51,300,40,802,Clouds,scattered clouds,03n,,
1671570000,297.16,298.07,1007,94,297.16,297.16,1.03,290,40,802,Clouds,scattered clouds,03n,,
1671573600,297.16,298.07,1007,94,297.16,297.16,1.03,340,40,802,Clouds,scattered clouds,03n,,
1671577200,297.16,298.07,1007,94,297.16,297.16,0.51,0,40,802,Clouds,scattered clouds,03n,,
1671580800,297.16,298.07,1008,94,297.16,297.16,1.03,360,40,701,Mist,mist,50d,,
1671584400,298.16,299.01,1009,88,298.16,298.16,2.57,360,40,802,Clouds,scattered clouds,03d,,
1671588000,298.16,298.88,1010,83,298.16,298.16,2.06,360,40,802,Clouds,scattered clouds,03d,,
1671591600,300.16,302.37,1010,74,300.16,300.16,2.57,360,20,801,Clouds,few clouds,02d,,
1671595200,302.16,305.9,1010,70,302.16,302.16,2.06,330,0,800,Clear,clear sky,01d,,
1671598800,304.16,308.53,1009,62,304.16,304.16,2.06,330,20,801,Clouds,few clouds,02d,,
1671602400,304.16,306.83,1007,55,304.16,304.16,1.54,0,20,801,Clouds,few clouds,02d,,
1671606000,305.16,307.78,1006,51,305.16,305.16,2.06,30,20,801,Clouds,few clouds,02d,,
1671609600,306.16,309.18,1006,49,306.16,306.16,1.03,0,40,802,Clouds,scattered clouds,03d,,
1671613200,306.16,310.05,1006,52,306.16,306.16,0.51,0,40,802,Clouds,scattered clouds,03d,,
1671616800,305.16,308.81,1006,55,305.16,305.16,3.09,170,40,802,Clouds,scattered clouds,03d,,
1671620400,303.16,309.22,1007,74,303.16,303.16,4.12,190,40,802,Clouds,scattered clouds,03n,,
1671624000,302.16,307.7,1008,79,302.16,302.16,4.12,170,40,802,Clouds,scattered clouds,03n,,
1671627600,300.16,304.35,1009,94,300.16,300.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671631200,300.16,304.35,1009,94,300.16,300.16,2.06,150,40,802,Clouds,scattered clouds,03n,,
1671634800,300.16,303.81,1010,89,300.16,300.16,2.06,160,40,802,Clouds,scattered clouds,03n,,
1671638400,300.16,303.81,1009,89,300.16,300.16,3.6,180,40,802,Clouds,scattered clouds,03n,,
1671642000,300.16,303.2,1009,83,300.16,300.16,0.0,0,40,802,Clouds,scattered clouds,03n,,
1671645600,299.16,299.16,1009,89,299.16,299.16,0.0,0,40,802,Clouds,scattered clouds,03n,,
1671649200,299.16,299.16,1008,89,299.16,299.16,0.51,0,40,802,Clouds,scattered clouds,03n,,
1671652800,299.16,299.16,1008,94,299.16,299.16,0.51,0,40,802,Clouds,scattered clouds,03n,,
1671656400,298.16,299.33,1007,100,298.16,298.16,1.03,350,40,802,Clouds,scattered clouds,03n,,
1671660000,298.16,299.17,1007,94,298.16,298.16,1.54,340,40,802,Clouds,scattered clouds,03n,,
1671663600,297.16,298.23,1007,100,297.16,297.16,0.51,0,40,802,Clouds,scattered clouds,03n,,
1671667200,297.16,298.07,1008,94,297.16,297.16,2.57,20,40,802,Clouds,scattered clouds,03d,,
1671670800,298.16,298.75,1009,78,298.16,298.16,3.09,10,75,803,Clouds,broken clouds,04d,,
1671674400,299.16,299.16,1010,78,299.16,299.16,3.09,360,75,803,Clouds,broken clouds,04d,,
1671678000,301.16,304.39,1010,74,301.16,301.16,2.06,30,75,803,Clouds,broken clouds,04d,,
1671681600,301.16,303.7,1010,69,301.16,301.16,2.06,320,40,802,Clouds,scattered clouds,03d,,
1671685200,302.16,305.9,1009,70,302.16,302.16,2.06,330,75,803,Clouds,broken clouds,04d,,
1671688800,304.16,307.53,1008,58,304.16,304.16,2.57,310,40,802,Clouds,scattered clouds,03d,,
1671692400,304.16,306.83,1007,55,304.16,304.16,2.06,0,40,802,Clouds,scattered clouds,03d,,
1671696000,305.16,308.81,1006,55,305.16,305.16,3.6,270,75,803,Clouds,broken clouds,04d,,
1671699600,305.16,307.78,1006,51,305.16,305.16,3.09,280,40,802,Clouds,scattered clouds,03d,,
1671703200,304.16,305.98,1007,51,304.16,304.16,3.6,290,40,802,Clouds,scattered clouds,03d,,
1671706800,303.16,305.61,1007,58,303.16,303.16,2.06,300,40,802,Clouds,scattered clouds,03n,,
1671710400,302.16,303.34,1008,54,302.16,302.16,2.57,330,20,801,Clouds,few clouds,02n,,
1671714000,301.16,302.73,1009,61,301.16,301.16,1.03,0,20,801,Clouds,few clouds,02n,,
1671717600,300.16,303.2,1010,83,300.16,300.16,5.14,80,40,802,Clouds,scattered clouds,03n,,
1671721200,300.16,303.2,1010,83,300.16,300.16,2.06,120,40,802,Clouds,scattered clouds,03n,,
1671724800,299.16,299.16,1010,89,299.16,299.16,2.06,130,40,802,Clouds,scattered clouds,03n,,
1671728400,298.16,299.01,1010,88,298.16,298.16,1.54,0,40,802,Clouds,scattered clouds,03n,,
1671732000,298.16,299.01,1010,88,298.16,298.16,2.06,50,20,801,Clouds,few clouds,02n,,
1671735600,297.16,298.07,1009,94,297.16,297.16,2.57,60,20,801,Clouds,few clouds,02n,,
1671739200,296.16,297.13,1009,100,296.16,296.16,2.06,20,20,801,Clouds,few clouds,02n,,
1671742800,296.16,296.68,1009,83,296.16,296.16,2.06,20,40,802,Clouds,scattered clouds,03n,,
1671746400,295.16,295.45,1009,78,295.16,295.16,1.54,30,40,802,Clouds,scattered clouds,03n,,
1671750000,295.16,295.45,1010,78,295.16,295.16,2.06,50,20,801,Clouds,few clouds,02n,,
1671753600,295.16,295.45,1011,78,295.16,295.16,3.6,50,20,801,Clouds,few clouds,02d,,
1671757200,296.16,296.42,1012,73,296.16,296.16,2.57,50,0,800,Clear,clear sky,01d,,
1671760800,298.16,298.31,1012,61,298.16,298.16,2.57,70,0,800,Clear,clear sky,01d,,
1671764400,300.16,300.83,1013,54,300.16,300.16,3.6,80,0,800,Clear,clear sky,01d,,
1671768000,302.16,302.59,1012,48,302.16,302.16,2.57,90,0,800,Clear,clear sky,01d,,
1671771600,304.16,304.38,1011,42,304.16,304.16,2.57,30,20,801,Clouds,few clouds,02d,,
1671775200,303.16,302.74,1010,39,303.16,303.16,2.57,0,40,802,Clouds,scattered clouds,03d,,
1671778800,304.16,303.42,1009,35,304.16,304.16,3.6,20,40,802,Clouds,scattered clouds,03d,,
1671782400,304.16,303.19,1008,33,304.16,304.16,3.6,30,40,802,Clouds,scattered clouds,03d,,
1671786000,304.16,303.19,1008,33,304.16,304.16,2.57,30,20,801,Clouds,few clouds,02d,,
1671789600,303.16,302.33,1008,35,303.16,303.16,3.6,20,20,801,Clouds,few clouds,02d,,
1671793200,300.16,301.32,1009,61,300.16,300.16,3.09,180,20,801,Clouds,few clouds,02n,,
1671796800,299.16,299.16,1010,65,299.16,299.16,2.57,180,20,801,Clouds,few clouds,02n,,
1671800400,299.16,299.16,1011,61,299.16,299.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671804000,298.16,298.41,1011,65,298.16,298.16,2.57,130,20,801,Clouds,few clouds,02n,,
1671807600,297.16,297.52,1012,73,297.16,297.16,2.06,90,20,801,Clouds,few clouds,02n,,
1671811200,297.16,297.18,1011,60,297.16,297.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671814800,297.16,297.18,1012,60,297.16,297.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671818400,295.16,295.19,1011,68,295.16,295.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671822000,295.16,295.32,1011,73,295.16,295.16,1.03,0,20,801,Clouds,few clouds,02n,,
1671825600,294.16,294.48,1011,83,294.16,294.16,1.03,340,20,801,Clouds,few clouds,02n,,
1671829200,294.16,294.35,1011,78,294.16,294.16,2.06,40,20,801,Clouds,few clouds,02n,,
1671832800,293.16,293.38,1011,83,293.16,293.16,1.54,30,40,802,Clouds,scattered clouds,03n,,
1671836400,292.16,292.41,1012,88,292.16,292.16,0.0,0,40,802,Clouds,scattered clouds,03n,,
1671840000,293.16,293.38,1012,83,293.16,293.16,2.06,10,20,801,Clouds,few clouds,02d,,
1671843600,294.16,294.35,1013,78,294.16,294.16,2.57,20,20,801,Clouds,few clouds,02d,,
1671847200,296.16,296.29,1014,68,296.16,296.16,2.06,20,20,801,Clouds,few clouds,02d,,
1671850800,298.16,298.31,1014,61,298.16,298.16,2.57,30,40,802,Clouds,scattered clouds,03d,,
1671854400,300.16,301.03,1013,57,300.16,300.16,2.57,50,40,802,Clouds,scattered clouds,03d,,
1671858000,301.16,301.7,1013,51,301.16,301.16,2.57,10,40,802,Clouds,scattered clouds,03d,,
1671861600,301.16,301.7,1011,51,301.16,301.16,2.57,330,20,801,Clouds,few clouds,02d,,
1671865200,303.16,303.09,1010,42,303.16,303.16,3.09,310,40,802,Clouds,scattered clouds,03d,,
1671868800,303.16,303.09,1009,42,303.16,303.16,1.03,0,40,802,Clouds,scattered clouds,03d,,
1671872400,302.16,302.25,1009,45,302.16,302.16,2.57,340,40,802,Clouds,scattered clouds,03d,,
1671876000,302.16,302.25,1009,45,302.16,302.16,3.09,310,20,801,Clouds,few clouds,02d,,
1671879600,300.16,300.83,1010,54,300.16,300.16,2.57,270,40,802,Clouds,scattered clouds,03n,,
1671883200,300.16,300.83,1011,54,300.16,300.16,1.54,290,40,802,Clouds,scattered clouds,03n,,
1671886800,299.16,299.16,1011,61,299.16,299.16,2.57,340,40,802,Clouds,scattered clouds,03n,,
1671890400,299.16,299.16,1012,57,299.16,299.16,3.09,20,40,802,Clouds,scattered clouds,03n,,
1671894000,298.16,298.41,1012,65,298.16,298.16,4.63,50,40,802,Clouds,scattered clouds,03n,,
1671897600,297.16,297.18,1012,60,297.16,297.16,4.63,40,40,802,Clouds,scattered clouds,03n,,
1671901200,296.16,296.19,1012,64,296.16,296.16,2.57,40,40,802,Clouds,scattered clouds,03n,,
1671904800,296.16,296.19,1012,64,296.16,296.16,2.57,60,40,802,Clouds,scattered clouds,03n,,
1671908400,296.16,296.19,1012,64,296.16,296.16,1.54,50,40,802,Clouds,scattered clouds,03n,,
1671912000,295.16,295.45,1011,78,295.16,295.16,1.03,0,40,802,Clouds,scattered clouds,03n,,
1671915600,294.16,294.35,1012,78,294.16,294.16,0.51,0,40,802,Clouds,scattered clouds,03n,,
1671919200,294.16,294.35,1012,78,294.16,294.16,1.54,10,40,802,Clouds,scattered clouds,03n,,
1671922800,294.16,294.35,1012,78,294.16,294.16,1.54,30,40,802,Clouds,scattered clouds,03n,,
1671926400,294.16,294.35,1013,78,294.16,294.16,1.54,0,40,802,Clouds,scattered clouds,03d,,
1671930000,295.16,295.32,1014,73,295.16,295.16,2.57,10,40,802,Clouds,scattered clouds,03d,,
1671933600,296.16,296.29,1015,68,296.16,296.16,3.09,20,0,800,Clear,clear sky,01d,,
1671937200,298.16,298.31,1015,61,298.16,298.16,2.06,360,20,801,Clouds,few clouds,02d,,
1671940800,299.16,299.16,1014,57,299.16,299.16,2.06,20,20,801,Clouds,few clouds,02d,,
1671944400,301.16,301.7,1014,51,301.16,301.16,1.03,0,40,802,Clouds,scattered clouds,03d,,
1671948000,303.16,303.48,1012,45,303.16,303.16,1.03,0,20,801,Clouds,few clouds,02d,,
1671951600,303.16,303.48,1011,45,303.16,303.16,3.6,280,20,801,Clouds,few clouds,02d,,
1671955200,303.16,303.09,1011,42,303.16,303.16,1.03,0,20,801,Clouds,few clouds,02d,,
1671958800,303.16,302.74,1011,39,303.16,303.16,3.6,280,20,801,Clouds,few clouds,02d,,
1671962400,302.16,302.25,1011,45,302.16,302.16,2.57,300,20,801,Clouds,few clouds,02d,,
1671966000,301.16,301.7,1012,51,301.16,301.16,2.57,290,20,801,Clouds,few clouds,02n,,
1671969600,300.16,300.83,1013,54,300.16,300.16,1.54,0,20,801,Clouds,few clouds,02n,,
1671973200,298.16,298.41,1013,65,298.16,298.16,1.03,0,20,801,Clouds,few clouds,02n,,
1671976800,298.16,298.41,1014,65,298.16,298.16,1.03,0,20,801,Clouds,few clouds,02n,,
1671980400,298.16,298.31,1014,61,298.16,298.16,2.06,310,20,801,Clouds,few clouds,02n,,
1671984000,297.16,297.42,1014,69,297.16,297.16,2.57,10,20,801,Clouds,few clouds,02n,,
1671987600,296.16,296.81,1014,88,296.16,296.16,2.57,80,20,801,Clouds,few clouds,02n,,
1671991200,297.16,297.78,1014,83,297.16,297.16,3.09,90,20,801,Clouds,few clouds,02n,,
1671994800,295.16,295.87,1014,94,295.16,295.16,2.57,80,40,802,Clouds,scattered clouds,03n,,
