datetime,temp (K),feels_like,pressure,humidity,temp_min,temp_max,wind_speed,wind_deg,clouds_all,id_weather,main_weather,description_weather,icon_weather
2022-12-14 17:00:00,298.16,298.62,1011,73,298.16,298.16,3.09,60,20,801,Clouds,few clouds,02n
2022-12-14 18:00:00,298.16,298.62,1010,73,298.16,298.16,2.06,30,40,802,Clouds,scattered clouds,03n
2022-12-14 19:00:00,297.16,297.78,1010,83,297.16,297.16,1.54,20,40,802,Clouds,scattered clouds,03n
2022-12-14 20:00:00,296.16,296.81,1009,88,296.16,296.16,1.54,320,40,802,Clouds,scattered clouds,03n
2022-12-14 21:00:00,296.16,296.81,1009,88,296.16,296.16,1.03,320,40,802,Clouds,scattered clouds,03n
2022-12-14 22:00:00,296.16,296.81,1009,88,296.16,296.16,0.0,0,40,802,Clouds,scattered clouds,03n
2022-12-14 23:00:00,295.16,295.87,1009,94,295.16,295.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-15 00:00:00,295.16,295.87,1010,94,295.16,295.16,1.03,70,40,802,Clouds,scattered clouds,03d
2022-12-15 01:00:00,298.16,298.75,1011,78,298.16,298.16,2.06,40,0,800,Clear,clear sky,01d
2022-12-15 02:00:00,299.16,299.16,1011,78,299.16,299.16,1.54,0,0,800,Clear,clear sky,01d
2022-12-15 03:00:00,301.16,304.39,1011,74,301.16,301.16,1.54,0,0,800,Clear,clear sky,01d
2022-12-15 04:00:00,303.16,307.28,1011,66,303.16,303.16,0.51,0,20,801,Clouds,few clouds,02d
2022-12-15 05:00:00,304.16,306.83,1010,55,304.16,304.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-15 06:00:00,304.16,305.98,1009,51,304.16,304.16,1.03,0,40,802,Clouds,scattered clouds,03d
2022-12-15 07:00:00,304.16,307.53,1007,58,304.16,304.16,1.54,0,40,802,Clouds,scattered clouds,03d
2022-12-15 08:00:00,305.16,307.06,1007,48,305.16,305.16,2.06,290,40,802,Clouds,scattered clouds,03d
2022-12-15 09:00:00,304.16,306.83,1006,55,304.16,304.16,0.51,0,75,803,Clouds,broken clouds,04d
2022-12-15 10:00:00,303.16,306.41,1007,62,303.16,303.16,1.54,300,75,803,Clouds,broken clouds,04d
2022-12-15 11:00:00,301.16,304.97,1007,78,301.16,301.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-15 12:00:00,301.16,304.97,1008,78,301.16,301.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-15 13:00:00,301.16,305.75,1009,83,301.16,301.16,2.06,210,40,802,Clouds,scattered clouds,03n
2022-12-15 14:00:00,301.16,305.75,1009,83,301.16,301.16,2.06,210,40,802,Clouds,scattered clouds,03n
2022-12-15 15:00:00,300.16,303.81,1009,89,300.16,300.16,2.06,180,40,802,Clouds,scattered clouds,03n
2022-12-15 16:00:00,300.16,303.81,1009,89,300.16,300.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-15 17:00:00,300.16,303.81,1009,89,300.16,300.16,2.06,210,40,802,Clouds,scattered clouds,03n
2022-12-15 18:00:00,300.16,303.81,1009,89,300.16,300.16,2.57,190,40,802,Clouds,scattered clouds,03n
2022-12-15 19:00:00,300.16,303.81,1008,89,300.16,300.16,2.57,180,40,802,Clouds,scattered clouds,03n
2022-12-15 20:00:00,300.16,303.81,1008,89,300.16,300.16,1.03,180,40,802,Clouds,scattered clouds,03n
2022-12-15 21:00:00,299.16,299.16,1008,94,299.16,299.16,1.03,230,40,802,Clouds,scattered clouds,03n
2022-12-15 22:00:00,298.16,299.33,1008,100,298.16,298.16,0.0,0,40,802,Clouds,scattered clouds,03n
2022-12-15 23:00:00,298.16,299.17,1008,94,298.16,298.16,1.03,0,40,802,Clouds,scattered clouds,03n
2022-12-16 00:00:00,299.16,299.16,1009,94,299.16,299.16,2.06,230,40,802,Clouds,scattered clouds,03d
2022-12-16 01:00:00,300.16,303.81,1010,89,300.16,300.16,1.03,0,75,803,Clouds,broken clouds,04d
2022-12-16 02:00:00,300.16,303.81,1011,89,300.16,300.16,1.54,0,40,701,Mist,mist,50d
2022-12-16 03:00:00,302.16,307.7,1011,79,302.16,302.16,1.54,0,40,701,Mist,mist,50d
2022-12-16 04:00:00,303.16,309.22,1010,74,303.16,303.16,1.54,70,40,802,Clouds,scattered clouds,03d
2022-12-16 05:00:00,305.16,310.87,1009,62,305.16,305.16,2.57,20,40,802,Clouds,scattered clouds,03d
2022-12-16 06:00:00,306.16,310.99,1008,55,306.16,306.16,1.54,0,40,802,Clouds,scattered clouds,03d
2022-12-16 07:00:00,305.16,309.65,1007,58,305.16,305.16,3.09,80,40,802,Clouds,scattered clouds,03d
2022-12-16 08:00:00,305.16,309.65,1006,58,305.16,305.16,3.6,70,40,802,Clouds,scattered clouds,03d
2022-12-16 09:00:00,305.16,309.65,1006,58,305.16,305.16,3.6,60,75,803,Clouds,broken clouds,04d
2022-12-16 10:00:00,305.16,309.65,1006,58,305.16,305.16,3.09,80,75,803,Clouds,broken clouds,04d
2022-12-16 11:00:00,304.16,310.78,1007,70,304.16,304.16,2.57,130,75,803,Clouds,broken clouds,04n
2022-12-16 12:00:00,303.16,309.22,1007,74,303.16,303.16,2.06,110,75,803,Clouds,broken clouds,04n
2022-12-16 13:00:00,303.16,310.16,1008,79,303.16,303.16,3.6,140,40,802,Clouds,scattered clouds,03n
2022-12-16 14:00:00,301.16,306.75,1009,89,301.16,301.16,3.09,140,20,801,Clouds,few clouds,02n
2022-12-16 15:00:00,301.16,305.75,1009,83,301.16,301.16,3.6,130,20,801,Clouds,few clouds,02n
2022-12-16 16:00:00,301.16,305.75,1009,83,301.16,301.16,2.57,100,20,801,Clouds,few clouds,02n
2022-12-16 17:00:00,300.16,303.81,1008,89,300.16,300.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-16 18:00:00,300.16,303.81,1008,89,300.16,300.16,1.03,0,20,801,Clouds,few clouds,02n
2022-12-16 19:00:00,299.16,299.16,1008,94,299.16,299.16,1.54,90,40,802,Clouds,scattered clouds,03n
2022-12-16 20:00:00,299.16,299.16,1007,94,299.16,299.16,1.03,360,40,802,Clouds,scattered clouds,03n
2022-12-16 21:00:00,299.16,299.16,1007,94,299.16,299.16,2.06,10,40,802,Clouds,scattered clouds,03n
2022-12-16 22:00:00,298.16,299.17,1007,94,298.16,298.16,1.54,10,40,802,Clouds,scattered clouds,03n
2022-12-16 23:00:00,298.16,299.01,1008,88,298.16,298.16,2.06,40,40,802,Clouds,scattered clouds,03n
2022-12-17 00:00:00,298.16,299.01,1009,88,298.16,298.16,2.06,50,40,802,Clouds,scattered clouds,03d
2022-12-17 01:00:00,299.16,299.16,1010,83,299.16,299.16,2.06,60,75,803,Clouds,broken clouds,04d
2022-12-17 02:00:00,300.16,302.73,1011,78,300.16,300.16,2.57,50,75,500,Rain,light rain,10d
2022-12-17 03:00:00,301.16,304.39,1011,74,301.16,301.16,4.12,50,75,803,Clouds,broken clouds,04d
2022-12-17 04:00:00,302.16,305.9,1010,70,302.16,302.16,2.57,60,75,803,Clouds,broken clouds,04d
2022-12-17 05:00:00,303.16,307.28,1010,66,303.16,303.16,2.06,60,75,500,Rain,light rain,10d
2022-12-17 06:00:00,304.16,307.53,1008,58,304.16,304.16,3.09,60,75,803,Clouds,broken clouds,04d
2022-12-17 07:00:00,304.16,306.83,1007,55,304.16,304.16,3.09,60,75,803,Clouds,broken clouds,04d
2022-12-17 08:00:00,304.16,307.53,1006,58,304.16,304.16,2.57,60,75,501,Rain,moderate rain,10d
2022-12-17 09:00:00,304.16,307.53,1006,58,304.16,304.16,3.09,80,75,803,Clouds,broken clouds,04d
2022-12-17 10:00:00,303.16,308.21,1006,70,303.16,303.16,3.09,60,75,803,Clouds,broken clouds,04d
2022-12-17 11:00:00,302.16,306.67,1007,74,302.16,302.16,2.06,60,75,803,Clouds,broken clouds,04n
2022-12-17 12:00:00,302.16,305.9,1008,70,302.16,302.16,3.09,30,40,802,Clouds,scattered clouds,03n
2022-12-17 13:00:00,302.16,305.01,1009,65,302.16,302.16,2.57,30,40,802,Clouds,scattered clouds,03n
2022-12-17 14:00:00,302.16,305.01,1010,65,302.16,302.16,4.12,60,40,802,Clouds,scattered clouds,03n
2022-12-17 15:00:00,301.16,303.7,1010,69,301.16,301.16,3.6,50,40,802,Clouds,scattered clouds,03n
2022-12-17 16:00:00,300.16,302.37,1010,74,300.16,300.16,3.6,60,75,803,Clouds,broken clouds,04n
2022-12-17 17:00:00,300.16,302.37,1010,74,300.16,300.16,3.6,60,75,803,Clouds,broken clouds,04n
2022-12-17 18:00:00,300.16,301.94,1010,69,300.16,300.16,2.57,50,75,803,Clouds,broken clouds,04n
2022-12-17 19:00:00,300.16,301.94,1009,69,300.16,300.16,2.57,20,40,802,Clouds,scattered clouds,03n
2022-12-17 20:00:00,300.16,301.94,1008,69,300.16,300.16,4.12,30,40,802,Clouds,scattered clouds,03n
2022-12-17 21:00:00,299.16,299.16,1008,73,299.16,299.16,4.12,30,40,802,Clouds,scattered clouds,03n
2022-12-17 22:00:00,298.16,298.75,1008,78,298.16,298.16,3.6,20,40,802,Clouds,scattered clouds,03n
2022-12-17 23:00:00,298.16,298.62,1009,73,298.16,298.16,4.12,30,40,802,Clouds,scattered clouds,03n
2022-12-18 00:00:00,298.16,298.62,1009,73,298.16,298.16,4.12,20,20,801,Clouds,few clouds,02d
2022-12-18 01:00:00,299.16,299.16,1010,69,299.16,299.16,4.12,20,20,801,Clouds,few clouds,02d
2022-12-18 02:00:00,301.16,302.29,1011,57,301.16,301.16,7.2,50,20,801,Clouds,few clouds,02d
2022-12-18 03:00:00,303.16,304.37,1011,51,303.16,303.16,6.69,40,20,801,Clouds,few clouds,02d
2022-12-18 04:00:00,303.16,304.37,1010,51,303.16,303.16,7.2,50,20,801,Clouds,few clouds,02d
2022-12-18 05:00:00,305.16,306.41,1009,45,305.16,305.16,7.2,60,20,801,Clouds,few clouds,02d
2022-12-18 06:00:00,305.16,306.41,1008,45,305.16,305.16,5.66,40,20,801,Clouds,few clouds,02d
2022-12-18 07:00:00,304.16,304.86,1007,45,304.16,304.16,7.2,60,20,801,Clouds,few clouds,02d
2022-12-18 08:00:00,303.16,304.37,1006,51,303.16,303.16,6.69,10,40,802,Clouds,scattered clouds,03d
2022-12-18 09:00:00,302.16,303.34,1007,54,302.16,302.16,4.63,20,40,802,Clouds,scattered clouds,03d
2022-12-18 10:00:00,301.16,301.99,1007,54,301.16,301.16,5.66,20,40,802,Clouds,scattered clouds,03d
2022-12-18 11:00:00,300.16,301.03,1008,57,300.16,300.16,5.14,20,40,802,Clouds,scattered clouds,03n
2022-12-18 12:00:00,299.16,299.16,1009,61,299.16,299.16,6.17,20,40,802,Clouds,scattered clouds,03n
2022-12-18 13:00:00,298.16,298.41,1010,65,298.16,298.16,5.14,20,40,802,Clouds,scattered clouds,03n
2022-12-18 14:00:00,298.16,298.31,1011,61,298.16,298.16,5.14,30,40,802,Clouds,scattered clouds,03n
2022-12-18 15:00:00,298.16,298.31,1011,61,298.16,298.16,4.12,30,40,802,Clouds,scattered clouds,03n
2022-12-18 16:00:00,297.16,297.29,1011,64,297.16,297.16,4.12,30,20,801,Clouds,few clouds,02n
2022-12-18 17:00:00,297.16,297.18,1010,60,297.16,297.16,4.63,30,20,801,Clouds,few clouds,02n
2022-12-18 18:00:00,296.16,296.29,1010,68,296.16,296.16,4.12,30,40,802,Clouds,scattered clouds,03n
2022-12-18 19:00:00,296.16,296.29,1010,68,296.16,296.16,3.6,40,40,802,Clouds,scattered clouds,03n
2022-12-18 20:00:00,296.16,296.29,1009,68,296.16,296.16,3.09,30,40,802,Clouds,scattered clouds,03n
2022-12-18 21:00:00,296.16,296.29,1009,68,296.16,296.16,3.09,30,40,802,Clouds,scattered clouds,03n
2022-12-18 22:00:00,295.16,295.32,1009,73,295.16,295.16,2.06,20,40,802,Clouds,scattered clouds,03n
2022-12-18 23:00:00,295.16,295.32,1010,73,295.16,295.16,2.57,30,40,802,Clouds,scattered clouds,03n
2022-12-19 00:00:00,295.16,295.45,1010,78,295.16,295.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-19 01:00:00,296.16,296.42,1011,73,296.16,296.16,2.06,20,20,801,Clouds,few clouds,02d
2022-12-19 02:00:00,298.16,298.41,1012,65,298.16,298.16,4.12,20,20,801,Clouds,few clouds,02d
2022-12-19 03:00:00,299.16,299.16,1012,61,299.16,299.16,4.12,20,20,801,Clouds,few clouds,02d
2022-12-19 04:00:00,301.16,301.99,1011,54,301.16,301.16,4.12,20,20,801,Clouds,few clouds,02d
2022-12-19 05:00:00,302.16,303.34,1010,54,302.16,302.16,2.06,20,20,801,Clouds,few clouds,02d
2022-12-19 06:00:00,304.16,304.86,1009,45,304.16,304.16,2.57,0,20,801,Clouds,few clouds,02d
2022-12-19 07:00:00,305.16,306.0,1007,43,305.16,305.16,3.09,60,20,801,Clouds,few clouds,02d
2022-12-19 08:00:00,305.16,306.0,1006,43,305.16,305.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-19 09:00:00,305.16,306.41,1006,45,305.16,305.16,0.51,0,20,801,Clouds,few clouds,02d
2022-12-19 10:00:00,304.16,304.86,1006,45,304.16,304.16,1.54,0,40,802,Clouds,scattered clouds,03d
2022-12-19 11:00:00,302.16,303.34,1007,54,302.16,302.16,2.57,70,40,802,Clouds,scattered clouds,03n
2022-12-19 12:00:00,301.16,303.7,1008,69,301.16,301.16,2.57,140,40,802,Clouds,scattered clouds,03n
2022-12-19 13:00:00,300.16,302.37,1009,74,300.16,300.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-19 14:00:00,300.16,301.94,1009,69,300.16,300.16,0.51,0,40,802,Clouds,scattered clouds,03n
2022-12-19 15:00:00,299.16,299.16,1010,78,299.16,299.16,1.03,0,40,802,Clouds,scattered clouds,03n
2022-12-19 16:00:00,299.16,299.16,1010,73,299.16,299.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-19 17:00:00,298.16,298.62,1009,73,298.16,298.16,2.06,0,40,802,Clouds,scattered clouds,03n
2022-12-19 18:00:00,297.16,297.65,1009,78,297.16,297.16,2.06,330,40,802,Clouds,scattered clouds,03n
2022-12-19 19:00:00,296.16,296.55,1008,78,296.16,296.16,2.06,360,40,802,Clouds,scattered clouds,03n
2022-12-19 20:00:00,296.16,296.55,1008,78,296.16,296.16,2.57,20,40,802,Clouds,scattered clouds,03n
2022-12-19 21:00:00,295.16,295.58,1007,83,295.16,295.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-19 22:00:00,295.16,295.71,1008,88,295.16,295.16,1.03,0,40,802,Clouds,scattered clouds,03n
2022-12-19 23:00:00,295.16,295.71,1008,88,295.16,295.16,2.06,20,40,802,Clouds,scattered clouds,03n
2022-12-20 00:00:00,295.16,295.71,1009,88,295.16,295.16,1.54,20,20,801,Clouds,few clouds,02d
2022-12-20 01:00:00,297.16,297.65,1010,78,297.16,297.16,2.06,20,20,801,Clouds,few clouds,02d
2022-12-20 02:00:00,299.16,299.16,1011,73,299.16,299.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-20 03:00:00,301.16,303.2,1011,65,301.16,301.16,2.06,0,20,801,Clouds,few clouds,02d
2022-12-20 04:00:00,302.16,304.36,1010,61,302.16,302.16,1.03,280,20,801,Clouds,few clouds,02d
2022-12-20 05:00:00,304.16,307.53,1009,58,304.16,304.16,1.54,330,20,801,Clouds,few clouds,02d
2022-12-20 06:00:00,304.16,306.83,1008,55,304.16,304.16,2.06,270,40,802,Clouds,scattered clouds,03d
2022-12-20 07:00:00,304.16,305.98,1007,51,304.16,304.16,2.06,320,20,801,Clouds,few clouds,02d
2022-12-20 08:00:00,305.16,307.78,1006,51,305.16,305.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-20 09:00:00,305.16,307.06,1006,48,305.16,305.16,2.06,310,20,801,Clouds,few clouds,02d
2022-12-20 10:00:00,304.16,305.98,1006,51,304.16,304.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-20 11:00:00,302.16,305.01,1007,65,302.16,302.16,3.6,290,40,802,Clouds,scattered clouds,03n
2022-12-20 12:00:00,301.16,303.7,1008,69,301.16,301.16,2.57,250,40,802,Clouds,scattered clouds,03n
2022-12-20 13:00:00,302.16,305.01,1009,65,302.16,302.16,2.06,230,40,802,Clouds,scattered clouds,03n
2022-12-20 14:00:00,301.16,304.97,1009,78,301.16,301.16,3.09,190,20,801,Clouds,few clouds,02n
2022-12-20 15:00:00,300.16,303.2,1009,83,300.16,300.16,2.57,190,20,801,Clouds,few clouds,02n
2022-12-20 16:00:00,300.16,303.2,1009,83,300.16,300.16,1.54,210,20,801,Clouds,few clouds,02n
2022-12-20 17:00:00,300.16,303.2,1009,83,300.16,300.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-20 18:00:00,298.16,299.17,1008,94,298.16,298.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-20 19:00:00,298.16,299.17,1007,94,298.16,298.16,1.54,290,40,802,Clouds,scattered clouds,03n
2022-12-20 20:00:00,298.16,299.17,1007,94,298.16,298.16,0.51,300,40,802,Clouds,scattered clouds,03n
2022-12-20 21:00:00,297.16,298.07,1007,94,297.16,297.16,1.03,290,40,802,Clouds,scattered clouds,03n
2022-12-20 22:00:00,297.16,298.07,1007,94,297.16,297.16,1.03,340,40,802,Clouds,scattered clouds,03n
2022-12-20 23:00:00,297.16,298.07,1007,94,297.16,297.16,0.51,0,40,802,Clouds,scattered clouds,03n
2022-12-21 00:00:00,297.16,298.07,1008,94,297.16,297.16,1.03,360,40,701,Mist,mist,50d
2022-12-21 01:00:00,298.16,299.01,1009,88,298.16,298.16,2.57,360,40,802,Clouds,scattered clouds,03d
2022-12-21 02:00:00,298.16,298.88,1010,83,298.16,298.16,2.06,360,40,802,Clouds,scattered clouds,03d
2022-12-21 03:00:00,300.16,302.37,1010,74,300.16,300.16,2.57,360,20,801,Clouds,few clouds,02d
2022-12-21 04:00:00,302.16,305.9,1010,70,302.16,302.16,2.06,330,0,800,Clear,clear sky,01d
2022-12-21 05:00:00,304.16,308.53,1009,62,304.16,304.16,2.06,330,20,801,Clouds,few clouds,02d
2022-12-21 06:00:00,304.16,306.83,1007,55,304.16,304.16,1.54,0,20,801,Clouds,few clouds,02d
2022-12-21 07:00:00,305.16,307.78,1006,51,305.16,305.16,2.06,30,20,801,Clouds,few clouds,02d
2022-12-21 08:00:00,306.16,309.18,1006,49,306.16,306.16,1.03,0,40,802,Clouds,scattered clouds,03d
2022-12-21 09:00:00,306.16,310.05,1006,52,306.16,306.16,0.51,0,40,802,Clouds,scattered clouds,03d
2022-12-21 10:00:00,305.16,308.81,1006,55,305.16,305.16,3.09,170,40,802,Clouds,scattered clouds,03d
2022-12-21 11:00:00,303.16,309.22,1007,74,303.16,303.16,4.12,190,40,802,Clouds,scattered clouds,03n
2022-12-21 12:00:00,302.16,307.7,1008,79,302.16,302.16,4.12,170,40,802,Clouds,scattered clouds,03n
2022-12-21 13:00:00,300.16,304.35,1009,94,300.16,300.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-21 14:00:00,300.16,304.35,1009,94,300.16,300.16,2.06,150,40,802,Clouds,scattered clouds,03n
2022-12-21 15:00:00,300.16,303.81,1010,89,300.16,300.16,2.06,160,40,802,Clouds,scattered clouds,03n
2022-12-21 16:00:00,300.16,303.81,1009,89,300.16,300.16,3.6,180,40,802,Clouds,scattered clouds,03n
2022-12-21 17:00:00,300.16,303.2,1009,83,300.16,300.16,0.0,0,40,802,Clouds,scattered clouds,03n
2022-12-21 18:00:00,299.16,299.16,1009,89,299.16,299.16,0.0,0,40,802,Clouds,scattered clouds,03n
2022-12-21 19:00:00,299.16,299.16,1008,89,299.16,299.16,0.51,0,40,802,Clouds,scattered clouds,03n
2022-12-21 20:00:00,299.16,299.16,1008,94,299.16,299.16,0.51,0,40,802,Clouds,scattered clouds,03n
2022-12-21 21:00:00,298.16,299.33,1007,100,298.16,298.16,1.03,350,40,802,Clouds,scattered clouds,03n
2022-12-21 22:00:00,298.16,299.17,1007,94,298.16,298.16,1.54,340,40,802,Clouds,scattered clouds,03n
2022-12-21 23:00:00,297.16,298.23,1007,100,297.16,297.16,0.51,0,40,802,Clouds,scattered clouds,03n
2022-12-22 00:00:00,297.16,298.07,1008,94,297.16,297.16,2.57,20,40,802,Clouds,scattered clouds,03d
2022-12-22 01:00:00,298.16,298.75,1009,78,298.16,298.16,3.09,10,75,803,Clouds,broken clouds,04d
2022-12-22 02:00:00,299.16,299.16,1010,78,299.16,299.16,3.09,360,75,803,Clouds,broken clouds,04d
2022-12-22 03:00:00,301.16,304.39,1010,74,301.16,301.16,2.06,30,75,803,Clouds,broken clouds,04d
2022-12-22 04:00:00,301.16,303.7,1010,69,301.16,301.16,2.06,320,40,802,Clouds,scattered clouds,03d
2022-12-22 05:00:00,302.16,305.9,1009,70,302.16,302.16,2.06,330,75,803,Clouds,broken clouds,04d
2022-12-22 06:00:00,304.16,307.53,1008,58,304.16,304.16,2.57,310,40,802,Clouds,scattered clouds,03d
2022-12-22 07:00:00,304.16,306.83,1007,55,304.16,304.16,2.06,0,40,802,Clouds,scattered clouds,03d
2022-12-22 08:00:00,305.16,308.81,1006,55,305.16,305.16,3.6,270,75,803,Clouds,broken clouds,04d
2022-12-22 09:00:00,305.16,307.78,1006,51,305.16,305.16,3.09,280,40,802,Clouds,scattered clouds,03d
2022-12-22 10:00:00,304.16,305.98,1007,51,304.16,304.16,3.6,290,40,802,Clouds,scattered clouds,03d
2022-12-22 11:00:00,303.16,305.61,1007,58,303.16,303.16,2.06,300,40,802,Clouds,scattered clouds,03n
2022-12-22 12:00:00,302.16,303.34,1008,54,302.16,302.16,2.57,330,20,801,Clouds,few clouds,02n
2022-12-22 13:00:00,301.16,302.73,1009,61,301.16,301.16,1.03,0,20,801,Clouds,few clouds,02n
2022-12-22 14:00:00,300.16,303.2,1010,83,300.16,300.16,5.14,80,40,802,Clouds,scattered clouds,03n
2022-12-22 15:00:00,300.16,303.2,1010,83,300.16,300.16,2.06,120,40,802,Clouds,scattered clouds,03n
2022-12-22 16:00:00,299.16,299.16,1010,89,299.16,299.16,2.06,130,40,802,Clouds,scattered clouds,03n
2022-12-22 17:00:00,298.16,299.01,1010,88,298.16,298.16,1.54,0,40,802,Clouds,scattered clouds,03n
2022-12-22 18:00:00,298.16,299.01,1010,88,298.16,298.16,2.06,50,20,801,Clouds,few clouds,02n
2022-12-22 19:00:00,297.16,298.07,1009,94,297.16,297.16,2.57,60,20,801,Clouds,few clouds,02n
2022-12-22 20:00:00,296.16,297.13,1009,100,296.16,296.16,2.06,20,20,801,Clouds,few clouds,02n
2022-12-22 21:00:00,296.16,296.68,1009,83,296.16,296.16,2.06,20,40,802,Clouds,scattered clouds,03n
2022-12-22 22:00:00,295.16,295.45,1009,78,295.16,295.16,1.54,30,40,802,Clouds,scattered clouds,03n
2022-12-22 23:00:00,295.16,295.45,1010,78,295.16,295.16,2.06,50,20,801,Clouds,few clouds,02n
2022-12-23 00:00:00,295.16,295.45,1011,78,295.16,295.16,3.6,50,20,801,Clouds,few clouds,02d
2022-12-23 01:00:00,296.16,296.42,1012,73,296.16,296.16,2.57,50,0,800,Clear,clear sky,01d
2022-12-23 02:00:00,298.16,298.31,1012,61,298.16,298.16,2.57,70,0,800,Clear,clear sky,01d
2022-12-23 03:00:00,300.16,300.83,1013,54,300.16,300.16,3.6,80,0,800,Clear,clear sky,01d
2022-12-23 04:00:00,302.16,302.59,1012,48,302.16,302.16,2.57,90,0,800,Clear,clear sky,01d
2022-12-23 05:00:00,304.16,304.38,1011,42,304.16,304.16,2.57,30,20,801,Clouds,few clouds,02d
2022-12-23 06:00:00,303.16,302.74,1010,39,303.16,303.16,2.57,0,40,802,Clouds,scattered clouds,03d
2022-12-23 07:00:00,304.16,303.42,1009,35,304.16,304.16,3.6,20,40,802,Clouds,scattered clouds,03d
2022-12-23 08:00:00,304.16,303.19,1008,33,304.16,304.16,3.6,30,40,802,Clouds,scattered clouds,03d
2022-12-23 09:00:00,304.16,303.19,1008,33,304.16,304.16,2.57,30,20,801,Clouds,few clouds,02d
2022-12-23 10:00:00,303.16,302.33,1008,35,303.16,303.16,3.6,20,20,801,Clouds,few clouds,02d
2022-12-23 11:00:00,300.16,301.32,1009,61,300.16,300.16,3.09,180,20,801,Clouds,few clouds,02n
2022-12-23 12:00:00,299.16,299.16,1010,65,299.16,299.16,2.57,180,20,801,Clouds,few clouds,02n
2022-12-23 13:00:00,299.16,299.16,1011,61,299.16,299.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-23 14:00:00,298.16,298.41,1011,65,298.16,298.16,2.57,130,20,801,Clouds,few clouds,02n
2022-12-23 15:00:00,297.16,297.52,1012,73,297.16,297.16,2.06,90,20,801,Clouds,few clouds,02n
2022-12-23 16:00:00,297.16,297.18,1011,60,297.16,297.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-23 17:00:00,297.16,297.18,1012,60,297.16,297.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-23 18:00:00,295.16,295.19,1011,68,295.16,295.16,1.54,0,20,801,Clouds,few clouds,02n
2022-12-23 19:00:00,295.16,295.32,1011,73,295.16,295.16,1.03,0,20,801,Clouds,few clouds,02n
2022-12-23 20:00:00,294.16,294.48,1011,83,294.16,294.16,1.03,340,20,801,Clouds,few clouds,02n
2022-12-23 21:00:00,294.16,294.35,1011,78,294.16,294.16,2.06,40,20,801,Clouds,few clouds,02n
2022-12-23 22:00:00,293.16,293.38,1011,83,293.16,293.16,1.54,30,40,802,Clouds,scattered clouds,03n
2022-12-23 23:00:00,292.16,292.41,1012,88,292.16,292.16,0.0,0,40,802,Clouds,scattered clouds,03n
2022-12-24 00:00:00,293.16,293.38,1012,83,293.16,293.16,2.06,10,20,801,Clouds,few clouds,02d
2022-12-24 01:00:00,294.16,294.35,1013,78,294.16,294.16,2.57,20,20,801,Clouds,few clouds,02d
2022-12-24 02:00:00,296.16,296.29,1014,68,296.16,296.16,2.06,20,20,801,Clouds,few clouds,02d
2022-12-24 03:00:00,298.16,298.31,1014,61,298.16,298.16,2.57,30,40,802,Clouds,scattered clouds,03d
2022-12-24 04:00:00,300.16,301.03,1013,57,300.16,300.16,2.57,50,40,802,Clouds,scattered clouds,03d
2022-12-24 05:00:00,301.16,301.7,1013,51,301.16,301.16,2.57,10,40,802,Clouds,scattered clouds,03d
2022-12-24 06:00:00,301.16,301.7,1011,51,301.16,301.16,2.57,330,20,801,Clouds,few clouds,02d
2022-12-24 07:00:00,303.16,303.09,1010,42,303.16,303.16,3.09,310,40,802,Clouds,scattered clouds,03d
2022-12-24 08:00:00,303.16,303.09,1009,42,303.16,303.16,1.03,0,40,802,Clouds,scattered clouds,03d
2022-12-24 09:00:00,302.16,302.25,1009,45,302.16,302.16,2.57,340,40,802,Clouds,scattered clouds,03d
2022-12-24 10:00:00,302.16,302.25,1009,45,302.16,302.16,3.09,310,20,801,Clouds,few clouds,02d
2022-12-24 11:00:00,300.16,300.83,1010,54,300.16,300.16,2.57,270,40,802,Clouds,scattered clouds,03n
2022-12-24 12:00:00,300.16,300.83,1011,54,300.16,300.16,1.54,290,40,802,Clouds,scattered clouds,03n
2022-12-24 13:00:00,299.16,299.16,1011,61,299.16,299.16,2.57,340,40,802,Clouds,scattered clouds,03n
2022-12-24 14:00:00,299.16,299.16,1012,57,299.16,299.16,3.09,20,40,802,Clouds,scattered clouds,03n
2022-12-24 15:00:00,298.16,298.41,1012,65,298.16,298.16,4.63,50,40,802,Clouds,scattered clouds,03n
